Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
Nothing’s Gonna Change My Love For You,Glenn Medeiros,3:40,4,0.609,0.56,1,-9.641,1,0.0284,0.345,0.565,0.122,0.204,128.042,43,1987
The Finer Things,Steve Winwood,2:08,4,0.759,0.743,1,-8.182,0,0.209,0.0102,0.00563,0.184,0.666,89.487,43,1987
Lost In Emotion,Lisa Lisa and Cult Jam,5:07,4,0.779,0.756,0,-9.47,1,0.0497,0.0236,0.012,0.0907,0.962,119.762,42,1987
Change Of Heart,Cyndi Lauper,3:43,4,0.586,0.289,9,-9.818,0,0.0276,0.779,0,0.111,0.27,83.516,40,1987
Let Me Be The One,Exposé,4:20,4,0.66,0.714,1,-10.606,0,0.0412,0.0335,0.00779,0.311,0.888,105.374,40,1987
Looking For A New Love,Jody Watley,4:02,4,0.905,0.604,4,-7.433,0,0.0413,0.149,0.0000924,0.0523,0.899,109.196,40,1987
(YOU Gotta) Fight For Your Right (TO Party!),Beastie Boys,3:30,4,0.691,0.838,8,-5.321,1,0.0316,0.0447,0.000215,0.112,0.716,133.507,38,1987
At This Moment,Billy Vera and the Beaters,4:21,5,0.391,0.222,6,-12.999,1,0.0368,0.487,0.00000153,0.965,0.172,131.828,38,1987
Can’t We Try,Dan Hill featuring Vonda Shepard,4:17,4,0.744,0.771,0,-8.673,1,0.0395,0.0355,0.00138,0.113,0.957,132.074,35,1987
Heat Of The Night,Bryan Adams,5:07,4,0.486,0.853,4,-11.836,0,0.0297,0.257,0.000824,0.355,0.726,173.85,35,1987
Don’t Mean Nothing,Richard Marx,3:54,4,0.382,0.375,2,-8.576,0,0.0356,0.477,0,0.249,0.236,112.412,34,1987
Cross My Broken Heart,The Jets,4:07,4,0.766,0.832,9,-8.268,0,0.0395,0.166,0.0000218,0.0257,0.933,118.022,31,1987
Don’t Dream It’s Over,Crowded House,3:23,4,0.374,0.721,6,-5.756,1,0.043,0.539,0,0.187,0.341,79.483,29,1987
Jacob’s Ladder,Huey Lewis and the News,2:59,4,0.537,0.445,2,-8.631,1,0.0329,0.848,0,0.221,0.733,157.598,24,1987
Carrie,Europe,3:32,4,0.555,0.322,0,-9.822,1,0.0358,0.873,0.438,0.103,0.268,94.949,11,1987
Didn’t We Almost Have It All,Whitney Houston,3:21,4,0.209,0.268,10,-13.823,1,0.0335,0.799,0.864,0.105,0.0754,118.923,0,1987
Let’s Wait Awhile,Janet Jackson,4:28,4,0.563,0.763,1,-4.82,1,0.0383,0.0307,0.0000299,0.101,0.253,180.267,0,1987
Red Red Wine,UB40,3:12,4,0.657,0.82,9,-4.448,1,0.0441,0.0176,0,0.0847,0.709,124.041,88,1988
Sweet Child O’ Mine,Guns N’ Roses,5:56,4,0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,86,1988
Fast Car,Tracy Chapman,4:25,4,0.712,0.603,8,-5.52,1,0.0262,0.186,0,0.115,0.67,97.994,85,1988
Wait,White Lion,3:09,4,0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,83,1988
Never Gonna Give You Up,Rick Astley,3:33,4,0.721,0.939,8,-11.823,1,0.0376,0.115,0.0000379,0.108,0.914,113.309,79,1988
Is This Love,Whitesnake,3:52,4,0.776,0.561,6,-8.375,0,0.103,0.111,0,0.067,0.743,122.246,78,1988
Faith,George Michael,3:13,4,0.887,0.48,11,-11.994,1,0.117,0.0094,0.0000358,0.0662,0.607,95.846,77,1988
Hungry Eyes,Eric Carmen,4:11,4,0.712,0.549,5,-9.484,1,0.0254,0.011,0,0.118,0.552,109.882,77,1988
Wishing Well,Terence Trent D’Arby,3:14,4,0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,77,1988
Got My Mind Set On You,George Harrison,3:54,4,0.759,0.85,4,-7.156,1,0.0418,0.456,0.00000172,0.488,0.963,149.211,76,1988
Angel,Aerosmith,3:55,4,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531,75,1988
Girlfriend,Pebbles,3:36,4,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,75,1988
Pour Some Sugar On Me,Def Leppard,4:27,4,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,74,1988
Kokomo,The Beach Boys,3:37,4,0.682,0.635,0,-10.05,1,0.0346,0.00863,0,0.137,0.927,115.584,71,1988
The Way You Make Me Feel,Michael Jackson,4:58,4,0.877,0.854,1,-4.523,1,0.147,0.0544,0.000055,0.144,0.54,114.472,71,1988
Monkey,George Michael,3:51,4,0.401,0.953,4,-4.276,1,0.0752,0.0000183,0.0000256,0.149,0.555,174.217,69,1988
Nothin’ But A Good Time,Poison,3:44,4,0.576,0.974,1,-2.785,1,0.0829,0.0199,0,0.348,0.53,129.088,69,1988
Candle In The Wind,Elton John,3:48,4,0.602,0.536,4,-9.74,1,0.0288,0.183,0.000019,0.0802,0.506,124.558,68,1988
Cherry Bomb,John Cougar Mellencamp,2:18,4,0.501,0.813,11,-8.192,1,0.0639,0.0455,0.0000475,0.131,0.495,136.59,67,1988
I Hate Myself For Loving You,Joan Jett and the Blackhearts,4:06,4,0.611,0.882,9,-11.225,1,0.0538,0.0847,0.00000108,0.192,0.605,117.932,67,1988
Pink Cadillac,Natalie Cole,4:21,4,0.746,0.805,1,-6.827,1,0.0339,0.321,0.00685,0.104,0.906,100.003,67,1988
She’s Like The Wind,Patrick Swayze featuring Wendy Fraser,3:52,4,0.587,0.331,4,-14.677,0,0.0295,0.256,0.0000165,0.18,0.224,124.918,67,1988
Tell It To My Heart,Taylor Dayne,3:40,4,0.638,0.988,1,-5.042,1,0.0921,0.0302,0.0000116,0.371,0.723,117.955,67,1988
Together Forever,Rick Astley,3:25,4,0.702,0.933,2,-11.876,1,0.0492,0.0519,0.000128,0.155,0.896,115.114,67,1988
Dirty Diana,Michael Jackson,4:40,4,0.741,0.799,3,-4.56,1,0.062,0.239,0.000795,0.421,0.348,131.383,66,1988
Man In The Mirror,Michael Jackson,5:18,4,0.808,0.812,8,-5.012,1,0.0381,0.52,0.0000791,0.134,0.269,100.331,66,1988
Need You Tonight,INXS,3:00,4,0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,66,1988
Perfect World,Huey Lewis and the News,3:10,4,0.793,0.498,8,-11.208,0,0.17,0.0974,0.0000126,0.13,0.427,119.988,66,1988
Love Bites,Def Leppard,5:46,4,0.59,0.743,0,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,65,1988
The Flame,Cheap Trick,5:38,4,0.629,0.581,4,-11.856,1,0.027,0.513,0.00000206,0.0755,0.359,97.074,64,1988
Where Do Broken Hearts Go,Whitney Houston,3:49,4,0.565,0.862,4,-3.715,1,0.0326,0.0014,0,0.105,0.647,122.994,64,1988
Always On My Mind,Pet Shop Boys,3:32,4,0.524,0.261,2,-13.868,1,0.0272,0.755,0.00105,0.144,0.201,73.36,63,1988
Shattered Dreams,Johnny Hates Jazz,3:27,4,0.655,0.72,10,-9.423,1,0.0312,0.0318,0.0000471,0.25,0.745,121.311,63,1988
1-2-3,Gloria Estefan and Miami Sound Machine,0:59,4,0.841,0.408,0,-9.193,1,0.0366,0.722,0,0.102,0.965,89.86,62,1988
Father Figure,George Michael,5:36,4,0.689,0.333,3,-13.288,1,0.0262,0.163,0.0000336,0.0853,0.284,101.988,62,1988
I Found Someone,Cher,3:41,4,0.568,0.224,6,-15.069,1,0.0296,0.677,0,0.127,0.0709,138.964,62,1988
Never Tear Us Apart,INXS,3:05,3,0.665,0.686,0,-5.849,1,0.0268,0.0518,0.000176,0.174,0.275,96.848,62,1988
Anything For You,Gloria Estefan and Miami Sound Machine,1:29,4,0.531,0.495,2,-11.262,1,0.0247,0.241,0.346,0.135,0.762,90.044,61,1988
I Want Her,Keith Sweat,3:52,4,0.721,0.0544,11,-25.572,1,0.0467,0.991,0.929,0.103,0.0989,120.03,61,1988
What Have I Done To Deserve This?,Pet Shop Boys with Dusty Springfield,4:23,4,0.706,0.871,5,-5.672,1,0.0329,0.134,0.000602,0.158,0.928,118.082,60,1988
New Sensation,INXS,3:39,4,0.68,0.967,4,-2.771,1,0.0664,0.0661,0.00000175,0.0808,0.895,115.748,59,1988
The Loco-Motion,Kylie Minogue,3:13,4,0.755,0.913,3,-5.058,1,0.0391,0.36,0.0425,0.0242,0.752,129,59,1988
Two Occasions,the Deele,4:18,4,0.543,0.667,9,-9.546,0,0.0716,0.0259,0.0000396,0.299,0.559,169.633,59,1988
Endless Summer Nights,Richard Marx,4:30,4,0.582,0.467,10,-12.597,1,0.0391,0.12,0,0.298,0.879,165.21,58,1988
"Get Outta My Dreams, Get Into My Car",Billy Ocean,4:44,4,0.666,0.91,4,-6.457,1,0.0399,0.0874,0.00000841,0.336,0.919,117.14,58,1988
One More Try,George Michael,5:50,3,0.551,0.291,5,-12.544,1,0.0283,0.434,0.0000378,0.11,0.0823,119.005,58,1988
Sign Your Name,Terence Trent D’Arby,4:36,4,0.899,0.422,4,-11.238,1,0.0509,0.202,0.00000508,0.0864,0.852,109.147,58,1988
When It’s Love,Van Halen,4:29,4,0.727,0.48,5,-9.278,0,0.0987,0.444,0,0.118,0.369,120.025,58,1988
A Groovy Kind Of Love,Phil Collins,3:30,4,0.456,0.243,2,-12.19,1,0.0286,0.414,0.00000445,0.116,0.19,144.13,57,1988
Electric Blue,Icehouse,4:23,4,0.688,0.909,10,-4.756,1,0.0354,0.0608,0.00000197,0.1,0.641,109.673,56,1988
I Don’t Want To Live Without You,Foreigner,3:57,4,0.431,0.522,11,-8.625,1,0.0295,0.436,0.0000191,0.109,0.233,199.786,56,1988
Just Like Paradise,David Lee Roth,4:03,4,0.611,0.853,2,-4.983,1,0.034,0.0219,0,0.671,0.376,135.558,56,1988
Nite And Day,Al B. Sure!,3:58,4,0.655,0.477,1,-9.616,0,0.0421,0.029,0.000221,0.0518,0.642,92.097,56,1988
One Moment In Time,Whitney Houston,4:45,4,0.266,0.54,0,-6.742,1,0.0332,0.498,0,0.0939,0.33,155.473,56,1988
Make Me Lose Control,Eric Carmen,4:45,4,0.724,0.619,4,-9.074,1,0.0242,0.0728,0,0.205,0.746,109.029,55,1988
Out Of The Blue,Debbie Gibson,3:17,4,0.596,0.4,11,-6.245,0,0.0284,0.566,0.000246,0.29,0.227,79.018,55,1988
Roll With It,Steve Winwood,3:27,4,0.709,0.654,5,-7.753,1,0.0267,0.106,0,0.277,0.488,119.989,55,1988
Foolish Beat,Debbie Gibson,4:22,4,0.541,0.44,10,-11.161,0,0.0258,0.267,0.00000233,0.147,0.343,78.299,54,1988
I Still Believe,Brenda K. Starr,3:12,4,0.391,0.721,8,-6.651,1,0.144,0.0134,0,0.128,0.123,85.666,54,1988
Rush Hour,Jane Wiedlin,3:21,4,0.602,0.472,6,-5.375,0,0.265,0.262,0,0.172,0.304,163.817,54,1988
Say You Will,Foreigner,6:17,4,0.603,0.401,0,-10.155,0,0.0306,0.542,0.225,0.103,0.347,172.633,54,1988
Hands To Heaven,Breathe,4:19,4,0.543,0.384,8,-15.018,1,0.0307,0.242,0.00000116,0.266,0.407,128.768,53,1988
I Don’t Wanna Go On With You Like That,Elton John,4:35,4,0.643,0.89,9,-8.359,0,0.0325,0.042,0.00102,0.03,0.965,134.9,53,1988
I Want To Be Your Man,Roger Troutman,4:11,4,0.408,0.513,8,-12.146,1,0.0762,0.0468,0,0.112,0.426,81.925,53,1988
Simply Irresistible,Robert Palmer,4:15,4,0.69,0.841,9,-13.357,1,0.0384,0.163,0.00000278,0.0441,0.716,142.782,52,1988
"Don’t Worry, Be Happy",Bobby McFerrin,2:30,4,0.621,0.642,0,-6.337,1,0.115,0.371,0,0.172,0.841,140.666,51,1988
Hold On To The Nights,Richard Marx,5:16,4,0.353,0.207,0,-14.718,0,0.0306,0.656,0,0.0874,0.184,144.539,51,1988
Make It Real,The Jets,4:18,4,0.739,0.258,9,-16.114,1,0.056,0.355,0.0000412,0.109,0.269,80.005,50,1988
A Hazy Shade Of Winter,The Bangles,2:17,4,0.497,0.59,2,-11.203,0,0.0296,0.139,0.00000711,0.378,0.969,142.027,49,1988
Devil Inside,INXS,5:14,4,0.501,0.784,0,-5.254,1,0.0699,0.0028,0.536,0.12,0.61,75.5,49,1988
Please Don’t Go Girl,New Kids on the Block,4:23,4,0.669,0.432,3,-12.854,1,0.0407,0.136,0.0000375,0.21,0.53,152.16,49,1988
"Wild, Wild West",The Escape Club,4:41,4,0.793,0.395,4,-12.078,0,0.0393,0.416,0.00237,0.0872,0.515,132.889,49,1988
Piano In The Dark,Brenda Russell featuring Joe Esposito,5:20,4,0.729,0.316,0,-17.054,0,0.0248,0.403,0.0000855,0.0998,0.432,99.729,48,1988
Seasons Change,Exposé,2:00,4,0.428,0.462,8,-11.675,1,0.0683,0.543,0.00162,0.109,0.22,78.345,48,1988
Catch Me (I’M Falling),Pretty Poison,4:55,4,0.757,0.727,9,-11.816,1,0.0388,0.00412,0.0628,0.098,0.886,118.609,47,1988
Don’t You Want Me,Jody Watley,4:25,4,0.763,0.624,1,-6.295,1,0.0432,0.388,0.00501,0.316,0.783,97.743,46,1988
The Valley Road,Bruce Hornsby and the Range,4:42,4,0.619,0.55,2,-9.682,1,0.0291,0.411,0.00637,0.0835,0.529,126.163,45,1988
Don’t Shed A Tear,Paul Carrack,4:55,4,0.644,0.657,11,-11.167,0,0.0307,0.0609,0.0000767,0.0498,0.945,109.785,44,1988
One Good Woman,Peter Cetera,4:37,4,0.757,0.638,7,-9.2,1,0.0269,0.427,0.000406,0.0657,0.643,124.165,43,1988
Shake Your Love,Debbie Gibson,3:42,4,0.784,0.746,11,-10.681,0,0.0477,0.405,0,0.0568,0.83,120.55,42,1988
Circle In The Sand,Belinda Carlisle,3:43,4,0.611,0.839,2,-5.241,0,0.0439,0.0471,0,0.214,0.708,125.923,40,1988
Mercedes Boy,Pebbles,4:55,4,0.795,0.333,8,-14.609,1,0.0769,0.052,0.0295,0.319,0.967,114.764,39,1988
Nobody’s Fool,Kenny Loggins,4:17,3,0.42,0.418,7,-9.025,1,0.0301,0.551,0.00000496,0.138,0.334,101.322,38,1988
Everything Your Heart Desires,Daryl Hall & John Oates,5:00,4,0.706,0.861,10,-5.774,1,0.0411,0.157,0.00000129,0.256,0.887,99.992,37,1988
I Could Never Take The Place Of Your Man,Prince,6:28,4,0.62,0.775,0,-9.528,1,0.0276,0.0475,0.0348,0.213,0.772,147.804,37,1988
I Get Weak,Belinda Carlisle,4:52,4,0.581,0.797,3,-7.223,1,0.0278,0.121,0.00000155,0.0844,0.321,103.372,37,1988
Rocket 2 U,The Jets,4:18,4,0.889,0.651,2,-7.264,0,0.0437,0.0312,0.00909,0.0739,0.967,119.784,35,1988
Naughty Girls (NEED Love Too),Samantha Fox,5:10,4,0.824,0.82,1,-6.678,1,0.106,0.0419,0.00492,0.14,0.909,112.822,34,1988
Bad Medicine (#1*),Bon Jovi,4:19,4,0.506,0.935,8,-3.29,1,0.0465,0.0254,0,0.969,0.69,119.763,31,1988
Don’t You Know What The Night Can Do?,Steve Winwood,6:55,4,0.597,0.381,0,-17.251,1,0.0355,0.223,0.00108,0.0623,0.556,171.983,30,1988
I Don’t Wanna Live Without Your Love,Chicago,3:57,4,0.432,0.668,0,-5.46,1,0.0396,0.173,0.0000981,0.0892,0.152,145.692,28,1988
Don’t Be Cruel,Cheap Trick,1:50,4,0.421,0.68,0,-14.808,1,0.0362,0.25,0.312,0.926,0.917,99.887,26,1988
Don’t Be Cruel,Bobby Brown,1:50,4,0.421,0.68,0,-14.808,1,0.0362,0.25,0.312,0.926,0.917,99.887,26,1988
I’ll Always Love You,Taylor Dayne,2:59,4,0.538,0.0431,11,-19.014,0,0.0374,0.991,0.0178,0.109,0.219,121.961,25,1988
Could’ve Been,Tiffany,2:57,4,0.492,0.716,11,-5.652,0,0.0876,0.209,0,0.3,0.964,82.724,23,1988
If It Isn’t Love,New Edition,4:15,4,0.742,0.681,10,-6.123,0,0.0406,0.113,0.493,0.0831,0.801,97.997,7,1988
Prove Your Love,Taylor Dayne,3:58,4,0.44,0.322,2,-16.832,1,0.03,0.778,0.244,0.132,0.774,151.464,5,1988
What’s On Your Mind (PURE Energy),Information Society,4:38,4,0.876,0.619,7,-10.831,1,0.0867,0.0122,0.0328,0.319,0.673,117.989,1,1988
Can’t Stay Away From You,Gloria Estefan and Miami Sound Machine,2:31,3,0.292,0.242,2,-17.34,1,0.032,0.931,0.905,0.361,0.24,144.358,0,1988
Stand,R.E.M.,3:26,4,0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,90,1989
Wild Thing,Tone Lōc,3:59,4,0.708,0.731,3,-4.872,1,0.0345,0.0189,0.00000447,0.129,0.379,116.975,85,1989
Welcome To The Jungle,Guns N’ Roses,4:33,4,0.454,0.987,8,-4.485,1,0.0881,0.0195,0.279,0.268,0.316,123.61,82,1989
Friends,Jody Watley with Eric B. & Rakim,3:50,3,0.328,0.608,11,-6.368,0,0.038,0.0117,0.00000645,0.108,0.0796,107.384,81,1989
Paradise City,Guns N’ Roses,6:45,4,0.268,0.98,11,-5.959,1,0.101,0.019,0.00692,0.182,0.39,100.316,80,1989
Real Love,Jody Watley,3:09,4,0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,79,1989
I Like It,Dino,4:13,4,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,78,1989
After All,Cher and Peter Cetera,3:52,4,0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964,77,1989
So Alive,Love and Rockets,4:45,4,0.703,0.827,10,-7.179,0,0.0343,0.032,0.00636,0.179,0.944,103.564,77,1989
Right Here Waiting,Richard Marx,4:24,4,0.395,0.252,0,-13.589,1,0.0301,0.8,0,0.101,0.126,177.679,76,1989
Like A Prayer,Madonna,5:42,4,0.625,0.842,5,-5.285,1,0.0376,0.264,0.0000212,0.181,0.26,111.038,75,1989
Smooth Criminal,Michael Jackson,3:29,4,0.653,0.964,9,-4.26,0,0.0578,0.00316,0.0051,0.144,0.872,126.928,75,1989
She Drives Me Crazy,Fine Young Cannibals,3:35,4,0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,74,1989
The Look,Roxette,2:10,4,0.738,0.608,8,-6.727,0,0.321,0.0267,0,0.359,0.485,75.511,74,1989
18 And Life,Skid Row,3:49,4,0.303,0.648,1,-11.101,0,0.0347,0.00226,0.0000149,0.112,0.305,180.898,73,1989
Patience,Guns N’ Roses,5:54,4,0.457,0.296,6,-12.511,1,0.0306,0.683,0.000119,0.109,0.333,120.02,72,1989
Heaven,Warrant,2:59,4,0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.006,71,1989
Every Rose Has Its Thorn,Poison,4:20,4,0.531,0.632,6,-5.557,1,0.0312,0.16,0.0000114,0.364,0.294,140.176,70,1989
If I Could Turn Back Time,Cher,3:59,4,0.658,0.575,11,-10.365,1,0.0267,0.243,0,0.122,0.504,108.329,70,1989
Love Shack,The B-52s,5:20,4,0.701,0.803,5,-6.786,0,0.0545,0.0544,0.00000154,0.7,0.903,133.608,70,1989
Dr. Feelgood,Motley Crue,4:49,4,0.53,0.968,2,-3.941,1,0.0753,0.000702,0.0118,0.228,0.338,110.974,69,1989
Rock On,Michael Damian,3:14,3,0.449,0.296,0,-12.608,1,0.0361,0.892,0.000755,0.892,0.139,139.828,69,1989
Rock Wit’cha,Bobby Brown,3:29,4,0.71,0.797,4,-3.006,0,0.0583,0.409,0,0.16,0.849,94.998,69,1989
Satisfied,Richard Marx,5:29,4,0.707,0.593,5,-8.581,0,0.0949,0.287,0,0.15,0.478,123.772,69,1989
Second Chance,.38 Special,3:42,4,0.46,0.796,0,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,69,1989
Dreamin’,Vanessa Williams,5:14,4,0.553,0.458,8,-10.796,1,0.0381,0.325,0.0000971,0.0583,0.247,165.807,67,1989
Lost In Your Eyes,Debbie Gibson,3:35,4,0.512,0.588,7,-8.591,1,0.0276,0.335,0.000806,0.0963,0.242,144.521,67,1989
Lovesong,The Cure,3:29,4,0.611,0.813,9,-7.689,0,0.0279,0.339,0.898,0.224,0.821,140.112,66,1989
Walking Away,Information Society,3:43,4,0.553,0.619,3,-7.101,1,0.0308,0.479,0,0.123,0.376,183.908,66,1989
Straight Up,Paula Abdul,3:18,4,0.552,0.733,3,-6.898,0,0.0933,0.0209,0,0.0858,0.643,143.56,65,1989
When I’m With You,Sheriff,2:58,4,0.679,0.728,8,-9.539,1,0.0378,0.405,0.00261,0.0506,0.852,109.623,65,1989
Bust A Move,Young MC,4:23,4,0.946,0.772,4,-7.537,0,0.121,0.0512,0.00000226,0.0612,0.743,116.972,64,1989
Every Little Step,Bobby Brown,3:57,4,0.79,0.653,1,-11.511,1,0.0397,0.00717,0,0.0386,0.941,99.827,64,1989
Good Thing,Fine Young Cannibals,2:55,4,0.559,0.513,7,-7.502,1,0.0275,0.268,0.0000165,0.0746,0.159,86.002,64,1989
Angel Eyes,The Jeff Healey Band,1:19,4,0.51,0.0238,7,-25.467,1,0.0384,0.995,0.974,0.104,0.373,105.034,63,1989
I Drove All Night,Cyndi Lauper,4:00,4,0.566,0.912,11,-4.198,1,0.0629,0.00051,0,0.215,0.644,134.994,63,1989
Sowing The Seeds Of Love,Tears for Fears,6:19,4,0.334,0.767,7,-7.574,0,0.036,0.00715,0.0000863,0.338,0.644,87.027,63,1989
What I Am,Edie Brickell & New Bohemians,3:01,4,0.62,0.514,0,-9.204,1,0.0306,0.384,0.000791,0.109,0.445,125.602,63,1989
Miss You Like Crazy,Natalie Cole,3:54,4,0.595,0.546,2,-6.251,1,0.0267,0.633,0.00422,0.0697,0.255,131.136,62,1989
When I See You Smile,Bad English,4:17,4,0.495,0.609,7,-9.902,1,0.0339,0.42,0,0.187,0.33,135.671,62,1989
Born To Be My Baby,Bon Jovi,4:40,4,0.534,0.959,7,-4.289,1,0.0379,0.0089,0,0.347,0.756,131.278,61,1989
Cherish,Madonna,5:32,4,0.68,0.389,8,-13.239,1,0.0545,0.0121,0.0834,0.105,0.68,80.145,61,1989
Toy Soldiers,Martika,4:47,4,0.513,0.591,1,-6.407,0,0.0274,0.405,0,0.126,0.173,130.167,61,1989
Waiting For A Star To Fall,Boy Meets Girl,4:30,4,0.662,0.844,3,-6.034,1,0.027,0.145,0.00011,0.137,0.592,116.346,61,1989
Express Yourself,Madonna,4:25,4,0.851,0.583,8,-11.022,0,0.286,0.0506,0,0.236,0.956,95.048,60,1989
All This Time,Tiffany,2:48,3,0.519,0.964,6,-3.442,1,0.0721,0.000081,0,0.238,0.197,100.484,59,1989
Close My Eyes Forever,Lita Ford and Ozzy Osbourne,4:43,4,0.476,0.331,5,-14.884,1,0.0305,0.31,0.00000282,0.172,0.24,130.574,59,1989
If You Don’t Know Me By Now,Simply Red,3:25,3,0.345,0.465,11,-9.55,1,0.0355,0.721,0.000371,0.582,0.457,94.983,59,1989
My Prerogative,Bobby Brown,4:51,4,0.753,0.62,9,-10.544,1,0.0524,0.0657,0,0.27,0.676,110.171,59,1989
The End Of The Innocence,Don Henley,5:15,4,0.623,0.425,8,-13.045,1,0.0291,0.306,0.0000865,0.108,0.392,116.593,59,1989
Wind Beneath My Wings,Bette Midler,4:53,4,0.51,0.458,10,-7.566,1,0.0289,0.551,0,0.0853,0.177,123.694,59,1989
Funky Cold Medina,Tone Lōc,4:08,4,0.988,0.633,5,-15.012,0,0.0888,0.0755,0.00000188,0.0668,0.929,117.493,58,1989
"Once Bitten, Twice Shy",Great White,5:22,4,0.722,0.54,0,-14.025,1,0.0303,0.028,0.00319,0.133,0.608,131.676,58,1989
Soldier Of Love,Donny Osmond,2:54,4,0.55,0.777,4,-7.299,1,0.0382,0.143,0.00000746,0.981,0.751,116.14,58,1989
Girl You Know It’s True,Milli Vanilli,3:18,4,0.772,0.822,10,-5.649,0,0.123,0.00797,0.00148,0.457,0.526,97.718,58,1989
Listen To Your Heart,Roxette,5:28,4,0.539,0.583,1,-4.935,0,0.0275,0.108,0,0.111,0.337,86.063,57,1989
When The Children Cry,White Lion,4:18,4,0.493,0.242,4,-13.593,0,0.0291,0.68,0,0.071,0.345,130.258,57,1989
Armageddon It,Def Leppard,5:22,4,0.65,0.921,9,-6.014,1,0.0359,0.000798,0.0298,0.134,0.648,119.8,55,1989
Eternal Flame,The Bangles,3:55,3,0.521,0.233,7,-13.683,1,0.0254,0.635,0,0.245,0.4,78.93,55,1989
Roni,Bobby Brown,5:58,4,0.72,0.703,9,-11.815,1,0.0377,0.0129,0.000111,0.054,0.924,146.704,55,1989
The Way You Love Me,Karyn White,3:06,4,0.627,0.716,2,-7.175,1,0.0352,0.127,0,0.0344,0.734,101.99,55,1989
You Got It (THE Right Stuff),New Kids on the Block,4:09,4,0.787,0.522,0,-13.029,0,0.0578,0.0126,0.00000134,0.0671,0.923,111.576,55,1989
Love In An Elevator,Aerosmith,5:21,4,0.449,0.961,4,-4.305,1,0.0701,0.00854,0.00276,0.343,0.602,93.956,54,1989
The Living Years,Mike + The Mechanics,5:30,4,0.518,0.417,8,-13.268,1,0.0325,0.58,0,0.0722,0.311,97.63,54,1989
This Time I Know It’s For Real,Donna Summer,3:38,4,0.614,0.878,4,-10.016,0,0.034,0.0154,0.00637,0.0486,0.865,116.029,54,1989
Buffalo Stance,Neneh Cherry,5:42,4,0.708,0.627,1,-11.155,1,0.0614,0.0113,0.0000313,0.338,0.764,107.246,53,1989
Giving You The Best That I Got,Anita Baker,3:53,4,0.637,0.542,9,-8.173,1,0.0357,0.765,0,0.302,0.38,105.324,53,1989
Heaven Help Me,Deon Estus,3:22,4,0.513,0.627,3,-7.455,1,0.0429,0.64,0.00000279,0.165,0.109,143.988,53,1989
Keep On Movin’,Soul II Soul,6:01,4,0.676,0.386,6,-16.148,0,0.0633,0.0264,0.00054,0.0414,0.671,93.139,53,1989
Cover Girl,New Kids on the Block,3:03,4,0.908,0.78,6,-4.369,0,0.0956,0.00745,0.00000987,0.611,0.761,127.974,52,1989
Shower Me With Your Love,Surface,4:54,4,0.632,0.356,9,-10.811,1,0.0309,0.523,0.00000576,0.0961,0.197,131.28,52,1989
Cold Hearted,Paula Abdul,3:51,4,0.879,0.679,7,-8.59,0,0.0421,0.149,0.00874,0.078,0.724,122.382,51,1989
Don’t Wanna Lose You,Gloria Estefan,3:34,4,0.555,0.824,1,-6.192,0,0.0347,0.222,0.00000268,0.111,0.673,129.532,51,1989
In Your Room,The Bangles,3:31,4,0.596,0.762,1,-5.59,1,0.0982,0.0224,0.0000088,0.195,0.452,94.442,51,1989
Lay Your Hands On Me,Bon Jovi,5:58,4,0.259,0.912,2,-5.665,1,0.0728,0.0268,0.00000198,0.241,0.283,99.738,51,1989
Look Away,Chicago,4:02,4,0.553,0.545,9,-7.278,1,0.0261,0.385,0.00000536,0.105,0.201,85.959,51,1989
Thinking Of You,Sa-Fire,4:06,4,0.432,0.803,4,-4.459,1,0.0363,0.00167,0,0.331,0.309,147.053,50,1989
Baby Don’t Forget My Number,Milli Vanilli,4:09,4,0.852,0.649,6,-12.877,0,0.0749,0.00537,0.0029,0.157,0.845,100.303,49,1989
Hangin’ Tough,New Kids on the Block,4:16,4,0.763,0.552,6,-11.98,1,0.0449,0.119,0.000695,0.28,0.744,90.775,49,1989
Miss You Much,Janet Jackson,4:12,4,0.702,0.975,6,-7.968,0,0.0396,0.0305,0.000134,0.165,0.646,115.185,49,1989
